State;City;Tel. area code;Street;Postal Code
Mazowieckie;Warszawa;22;ul. Marmurowa;00-001
Mazowieckie;Warszawa;22;ul. Raduńska;00-001
Mazowieckie;Warszawa;22;ul. Śmiała;00-001
Mazowieckie;Warszawa;22;ul. Ułańska;00-001
Mazowieckie;Warszawa;22;ul. Wolska;00-001
Mazowieckie;Warszawa;22;ul. Anilinowa;00-001
Mazowieckie;Warszawa;22;ul. Białowiejska;00-001
Mazowieckie;Warszawa;22;ul. Brata Alberta;00-001
Mazowieckie;Warszawa;22;ul. Ceramiczna;00-001
Mazowieckie;Warszawa;22;ul. Cudne Manowce;00-001
Mazowieckie;Warszawa;22;ul. Cyraneczki;00-001
Mazowieckie;Warszawa;22;ul. Dychowska;00-001
Mazowieckie;Warszawa;22;ul. Ebro;00-001
Mazowieckie;Warszawa;22;ul. Jarosława Dąbrowskiego;00-001
Mazowieckie;Warszawa;22;ul. Józefa Kraszewskiego;00-001
Mazowieckie;Warszawa;22;ul. Kiermaszowa;00-001
Mazowieckie;Warszawa;22;ul. Kinetyczna;00-001
Mazowieckie;Warszawa;22;ul. Kolista;00-001
Mazowieckie;Warszawa;22;ul. Korczyńska;00-001
Mazowieckie;Warszawa;22;ul. Łukasza Gołębiowskiego;00-001
Mazowieckie;Warszawa;22;ul. Nowoursynowska;00-001
Mazowieckie;Warszawa;22;ul. Orla;00-001
Mazowieckie;Warszawa;22;ul. Szczepana Grzeszczyka;00-001
Mazowieckie;Warszawa;22;ul. Świderska;00-001
Mazowieckie;Warszawa;22;ul. Będzińska;00-001
Mazowieckie;Warszawa;22;ul. Bodzanty;00-001
Mazowieckie;Warszawa;22;ul. Brodzik;00-001
Mazowieckie;Warszawa;22;ul. Chełmżyńska;00-001
Mazowieckie;Warszawa;22;ul. Dawidowska;00-001
Mazowieckie;Warszawa;22;ul. Drapińska;00-001
Mazowieckie;Warszawa;22;ul. Falenicka;00-001
Mazowieckie;Warszawa;22;ul. Irysowa;00-001
Mazowieckie;Warszawa;22;ul. Józefa Elsnera;00-001
Mazowieckie;Warszawa;22;ul. Kołobrzeska;00-001
Mazowieckie;Warszawa;22;ul. Konopna;00-001
Mazowieckie;Warszawa;22;ul. Kostrzyńska;00-001
Mazowieckie;Warszawa;22;ul. Krośniewicka;00-001
Mazowieckie;Warszawa;22;ul. Ludwika Hirszfelda;00-001
Mazowieckie;Warszawa;22;ul. Poznańska;00-001
Mazowieckie;Warszawa;22;ul. Wacława Gąsiorowskiego;00-001
Podkarpackie;Dukla;13;ul. Żwirki i Wigury;38-450
Podkarpackie;Dukla;13;ul. Jana Pawła II;38-450
Podkarpackie;Jedlicze;13;ul. Jesionowa;38-460
Podkarpackie;Jedlicze;13;ul. Stawiarskich;38-460
Podkarpackie;Krosno;13;ul. Augusta Lewakowskiego;38-400
Podkarpackie;Krosno;13;ul. Mirandoli Pika;38-400
Podkarpackie;Krosno;13;ul. Odrzykońska;38-400
Podkarpackie;Krosno;13;ul. Zagórze;38-400
Podkarpackie;Krosno;13;ul. Żeromskiego;38-400
Podkarpackie;Krosno;13;ul. Żniwna;38-400
Podkarpackie;Krosno;13;ul. Zjazdowa;38-400
Podkarpackie;Krosno;13;ul. Prządki;38-400
Podkarpackie;Krosno;13;ul. Wyzwolenia;38-400
Podkarpackie;Krosno;13;ul. Ignacego Łukasiewicza;38-400
Podkarpackie;Lesko;13;ul. Wolańska;38-600
Podkarpackie;Lesko;13;ul. Śliżyńskiego;38-600
Podkarpackie;Lesko;13;ul. Jesionowa;38-600
Podkarpackie;Lesko;13;ul. Weremień;38-600
Podkarpackie;Lesko;13;ul. Adama Mickiewicza;38-600
Podkarpackie;Mielec;17;ul. Daleka;39-300
Podkarpackie;Mielec;17;ul. Kardynała Stefana Wyszyńskiego;39-300
Podkarpackie;Mielec;17;ul. Kornela Makuszyńskiego;39-300
Podkarpackie;Mielec;17;ul. Kraszewskiego;39-300
Podkarpackie;Mielec;17;ul. Świerkowa;39-300
Podkarpackie;Mielec;17;ul. Dębowa;39-300
Podkarpackie;Mielec;17;ul. Jasna;39-300
Podkarpackie;Mielec;17;ul. Władysława Warneńczyka;39-300
Podkarpackie;Mielec;17;ul. Dąbala;39-300
Podkarpackie;Mielec;17;ul. Jadernych;39-300
Podkarpackie;Mielec;17;ul. Juliusza Słowackiego;39-300
Podkarpackie;Mielec;17;ul. Kordeckiego;39-300
Podkarpackie;Mielec;17;ul. Władysława Jagiełły;39-300
Podkarpackie;Mielec;17;ul. Kahla;39-300
Podkarpackie;Mielec;17;ul. Raciborskiego;39-300
Podkarpackie;Mielec;17;ul. Świętej Kingi;39-300
Podkarpackie;Mielec;17;ul. Budowlana;39-300
Podkarpackie;Mielec;17;ul. Stanisława Lema;39-300
Podkarpackie;Mielec;17;ul. Wiktora;39-300
Podkarpackie;Mielec;17;ul. Botaniczna;39-300
Podkarpackie;Mielec;17;ul. Gardulskiego;39-300
Podkarpackie;Mielec;17;ul. Podleśna;39-300
Podkarpackie;Mielec;17;ul. Tańskiego;39-300
Podkarpackie;Pilzno;14;ul. Grottgera;39-220
Podkarpackie;Pilzno;14;ul. Lwowska;39-220
Podkarpackie;Pilzno;14;ul. Armii Krajowej;39-220
Podkarpackie;Przeworsk;16;ul. Mikołaja Kopernika;37-200
Podkarpackie;Przeworsk;16;ul. Wąska;37-200
Podkarpackie;Przeworsk;16;ul. Grochowa;37-200
Podkarpackie;Przeworsk;16;ul. Ignacego Krasickiego;37-200
Podkarpackie;Przeworsk;16;ul. Sportowa;37-200
Podkarpackie;Radymno;16;ul. Jana III Sobieskiego;37-550
Podkarpackie;Radymno;16;ul. Józefa Piłsudskiego;37-550
Podkarpackie;Sanok;13;ul. Aleksandra Fredry;38-500
Podkarpackie;Sanok;13;ul. Jezierskiego;38-500
Podkarpackie;Sanok;13;ul. Kosynierów;38-500
Podkarpackie;Sanok;13;ul. Macieja Kluski;38-500
Podkarpackie;Sanok;13;ul. Rysia;38-500
Podkarpackie;Sanok;13;ul. Stawiska;38-500
Podkarpackie;Sanok;13;ul. Kalinowa;38-500
Podkarpackie;Sanok;13;ul. Modrzewskiego;38-500
Podkarpackie;Sanok;13;ul. Padlewskiego;38-500
Podkarpackie;Sanok;13;ul. Posady Olchowskiej;38-500
Podkarpackie;Sanok;13;ul. Jana Wiktora;38-500
Podkarpackie;Sanok;13;ul. Błonie;38-500
Podkarpackie;Sanok;13;ul. Wąska;38-500
Podkarpackie;Sanok;13;ul. aleja Prugara-Ketlinga;38-500
Podkarpackie;Sanok;13;ul. Cicha;38-500
Podkarpackie;Sanok;13;ul. Jarosława Iwaszkiewicza;38-500
Podkarpackie;Sanok;13;ul. Mokra;38-500
Podkarpackie;Sanok;13;ul. 1000-lecia;38-500
Podkarpackie;Sanok;13;ul. Słowicza;38-500
Podkarpackie;Sanok;13;ul. Zacisze;38-500
Podkarpackie;Sanok;13;ul. Adama Asnyka;38-500
Podkarpackie;Sanok;13;ul. Płowiecka;38-500
Podkarpackie;Sanok;13;ul. Zgodna;38-500
Podkarpackie;Tyczyn;17;ul. Przesmyk;36-020
Podkarpackie;Tyczyn;17;ul. Sienkiewicza;36-020
Podlaskie;Ciechanowiec;86;ul. Wojska Polskiego;18-230
Podlaskie;Ciechanowiec;86;ul. Polska;18-230
Podlaskie;Grajewo;86;ul. Strażacka;19-200
Podlaskie;Sejny;87;ul. Wojska Polskiego;16-500
Podlaskie;Sejny;87;ul. Topolowa;16-500
Podlaskie;Sejny;87;ul. Władysława Broniewskiego;16-500
Podlaskie;Sejny;87;ul. Konarskiego;16-500
Podlaskie;Siemiatycze;85;ul. Bohaterów Lenino;17-300
Podlaskie;Siemiatycze;85;ul. Lewandowskiego;17-300
Podlaskie;Siemiatycze;85;ul. Mokra;17-300
Podlaskie;Siemiatycze;85;ul. 3 Maja;17-300
Podlaskie;Siemiatycze;85;ul. Bohaterów Monte Cassino;17-300
Podlaskie;Siemiatycze;85;ul. Szarych Szeregów;17-300
Podlaskie;Siemiatycze;85;ul. Zielona;17-300
Podlaskie;Siemiatycze;85;ul. Reja;17-300
Podlaskie;Siemiatycze;85;ul. Słowicza;17-300
Podlaskie;Siemiatycze;85;ul. Gilewskiego;17-300
Podlaskie;Siemiatycze;85;ul. Jabłoniowa;17-300
Podlaskie;Siemiatycze;85;ul. Kościelna;17-300
Podlaskie;Siemiatycze;85;ul. Słoneczna;17-300
Pomorskie;Chojnice;52;ul. Armii Ludowej;89-600
Pomorskie;Chojnice;52;ul. Batalionów Chłopskich;89-600
Pomorskie;Chojnice;52;ul. Kardynała Stefana Wyszyńskiego;89-600
Pomorskie;Chojnice;52;ul. Stanisława Konarskiego;89-600
Pomorskie;Chojnice;52;ul. Łużycka;89-600
Pomorskie;Chojnice;52;ul. Podgórna;89-600
Pomorskie;Chojnice;52;ul. Zygmunta Krasińskiego;89-600
Pomorskie;Chojnice;52;ul. Jana Brzechwy;89-600
Pomorskie;Chojnice;52;ul. Kazimierza Wielkiego;89-600
Pomorskie;Chojnice;52;ul. Marii Rodziewiczówny;89-600
Pomorskie;Chojnice;52;ul. Myśliboja;89-600
Pomorskie;Chojnice;52;ul. Bolesława Prusa;89-600
Pomorskie;Chojnice;52;ul. Igielska;89-600
Pomorskie;Chojnice;52;ul. Czereśniowa;89-600
Pomorskie;Chojnice;52;ul. Królowej Jadwigi;89-600
Pomorskie;Chojnice;52;ul. Wielewska;89-600
Pomorskie;Chojnice;52;ul. Armii Krajowej;89-600
Pomorskie;Chojnice;52;ul. Daglezjowa;89-600
Pomorskie;Chojnice;52;ul. Karsińska;89-600
Pomorskie;Chojnice;52;ul. Porzeczkowa;89-600
Pomorskie;Chojnice;52;ul. Zamieście;89-600
Pomorskie;Gdynia;58;ul. Irydowa;81-000
Pomorskie;Gdynia;58;ul. Jaśminowa;81-000
Pomorskie;Gdynia;58;ul. Kaprów;81-000
Pomorskie;Gdynia;58;ul. Malinowa;81-000
Pomorskie;Gdynia;58;ul. Wacława Sieroszewskiego;81-000
Pomorskie;Gdynia;58;ul. Żwirowa;81-000
Pomorskie;Gdynia;58;ul. Czerwona;81-000
Pomorskie;Gdynia;58;ul. Kapitańska;81-000
Pomorskie;Gdynia;58;ul. Miła;81-000
Pomorskie;Gdynia;58;ul. Perkoza;81-000
Pomorskie;Gdynia;58;ul. Stanisława Wyspiańskiego;81-000
Pomorskie;Gdynia;58;ul. Andrzeja Kmicica;81-000
Pomorskie;Gdynia;58;ul. Bohaterów Getta Warszawskiego;81-000
Pomorskie;Gdynia;58;ul. Chodkiewicza;81-000
Pomorskie;Gdynia;58;ul. Gdyńska;81-000
Pomorskie;Gdynia;58;ul. Harcerska;81-000
Pomorskie;Gdynia;58;ul. Łosiowa;81-000
Pomorskie;Gdynia;58;ul. Niemojewskiego;81-000
Pomorskie;Gdynia;58;ul. Niska;81-000
Pomorskie;Gdynia;58;ul. Pusta;81-000
Pomorskie;Gdynia;58;ul. Redłowska;81-000
Pomorskie;Gdynia;58;ul. Szwoleżerów;81-000
Pomorskie;Gdynia;58;ul. Tymiankowa;81-000
Pomorskie;Gdynia;58;ul. Atlasa;81-000
Pomorskie;Gdynia;58;ul. Flisaków;81-000
Pomorskie;Gdynia;58;ul. Grzybowa;81-000
Pomorskie;Gdynia;58;ul. Lidzka;81-000
Pomorskie;Gdynia;58;ul. Marzanny;81-000
Pomorskie;Gdynia;58;ul. Maurycego Beniowskiego;81-000
Pomorskie;Gdynia;58;ul. Mitry;81-000
Pomorskie;Gdynia;58;ul. Rozmarynowa;81-000
Pomorskie;Gdynia;58;ul. Tęczowa;81-000
Pomorskie;Gdynia;58;ul. Witolda;81-000
Pomorskie;Gdynia;58;ul. Aldony;81-000
Pomorskie;Gdynia;58;ul. Benisławskiego;81-000
Pomorskie;Gdynia;58;ul. Generała Jarosława Dąbrowskiego;81-000
Pomorskie;Gdynia;58;ul. Głogowa;81-000
Pomorskie;Gdynia;58;ul. Gorczycowa;81-000
Pomorskie;Gdynia;58;ul. Ignacego Oziewicza;81-000
Pomorskie;Gdynia;58;ul. Maszopów;81-000
Pomorskie;Gdynia;58;ul. Owsiana;81-000
Pomorskie;Gdynia;58;ul. Skolska;81-000
Pomorskie;Gdynia;58;ul. Starogardzka;81-000
Pomorskie;Gdynia;58;ul. Wiosny Ludów;81-000
Pomorskie;Gdynia;58;ul. Boisko;81-000
Pomorskie;Gdynia;58;ul. Brzozowa;81-000
Pomorskie;Gdynia;58;ul. Kościelna;81-000
Pomorskie;Gdynia;58;ul. Makowa;81-000
Pomorskie;Gdynia;58;ul. Okrętowa;81-000
Pomorskie;Gdynia;58;ul. Przebendowskich;81-000
Pomorskie;Gdynia;58;ul. Słowicza;81-000
Pomorskie;Gdynia;58;ul. Lubczykowa;81-000
Pomorskie;Gdynia;58;ul. Siedlecka;81-000
Pomorskie;Gdynia;58;ul. Widna;81-000
Pomorskie;Gniew;58;ul. Stroma;83-140
Pomorskie;Gniew;58;ul. Plac Grunwaldzki;83-140
Pomorskie;Gniew;58;ul. Partyzantów;83-140
Pomorskie;Hel;58;ul. Komandora Porucznika Przybyszewskiego;84-150
Pomorskie;Hel;58;ul. Szkolna;84-150
Pomorskie;Hel;58;ul. Kuracyjna;84-150
Pomorskie;Jastarnia;58;ul. Rynkowa;84-140
Pomorskie;Jastarnia;58;ul. Zachodnia;84-140
Pomorskie;Jastarnia;58;ul. Helska;84-140
Pomorskie;Jastarnia;58;ul. Herrmana;84-140
Pomorskie;Jastarnia;58;ul. Szynalewskiego;84-140
Pomorskie;Kartuzy;58;ul. Lipowa;83-300
Pomorskie;Kartuzy;58;ul. Jeziorna;83-300
Pomorskie;Kartuzy;58;ul. Wzgórze Wolności;83-300
Pomorskie;Kartuzy;58;ul. Brzozowa;83-300
Pomorskie;Kwidzyn;55;ul. Krańcowa;82-500
Pomorskie;Kwidzyn;55;ul. Wiślana;82-500
Pomorskie;Kwidzyn;55;ul. Kochanowskiego;82-500
Pomorskie;Kwidzyn;55;ul. 3 Maja;82-500
Pomorskie;Kwidzyn;55;ul. Piastowska;82-500
Pomorskie;Kwidzyn;55;ul. Generała Władysława Sikorskiego;82-500
Pomorskie;Kwidzyn;55;ul. Warszawska;82-500
Pomorskie;Kwidzyn;55;ul. Władysława Jagiełły;82-500
Pomorskie;Kwidzyn;55;ul. Stefana Żeromskiego;82-500
Pomorskie;Malbork;55;ul. Poznańska;82-200
Pomorskie;Malbork;55;ul. Władysława Broniewskiego;82-200
Pomorskie;Malbork;55;ul. Kościelna;82-200
Pomorskie;Malbork;55;ul. Mieszka I;82-200
Pomorskie;Malbork;55;ul. Żelazna;82-200
Pomorskie;Malbork;55;ul. Jana Czerskiego;82-200
Pomorskie;Malbork;55;ul. Słoneczna;82-200
Pomorskie;Malbork;55;ul. Stanisławy Walasiewiczówny;82-200
Pomorskie;Malbork;55;ul. Żeglarska;82-200
Pomorskie;Malbork;55;ul. Jana Matejki;82-200
Pomorskie;Malbork;55;ul. Józefa Piłsudskiego;82-200
Pomorskie;Malbork;55;ul. Bolesława Śmiałego;82-200
Pomorskie;Malbork;55;ul. Grudziądzka;82-200
Pomorskie;Malbork;55;ul. Krzywa;82-200
Pomorskie;Malbork;55;ul. Okopowa;82-200
Pomorskie;Malbork;55;ul. Plac Janusza Kusocińskiego;82-200
Pomorskie;Malbork;55;ul. Plac Stanisława Wyspiańskiego;82-200
Pomorskie;Miastko;59;ul. Domowa;77-200
Pomorskie;Miastko;59;ul. rondo Jana Pawła II;77-200
Pomorskie;Miastko;59;ul. Polna;77-200
Pomorskie;Puck;58;ul. Aleksandra Majkowskiego;84-100
Pomorskie;Puck;58;ul. Klifowa;84-100
Pomorskie;Puck;58;ul. Swarzewska;84-100
Pomorskie;Puck;58;ul. Ślusarska;84-100
Pomorskie;Puck;58;ul. Komandora Edwarda Szystowskiego;84-100
Pomorskie;Puck;58;ul. Judyckiego;84-100
Pomorskie;Puck;58;ul. plac Wolności;84-100
Pomorskie;Reda;58;ul. 12 Marca;84-240
Pomorskie;Reda;58;ul. Usługowa;84-240
Pomorskie;Reda;58;ul. Zuchów;84-240
Pomorskie;Reda;58;ul. Rajdowa;84-240
Pomorskie;Reda;58;ul. Adama Asnyka;84-240
Pomorskie;Reda;58;ul. Słoneczna;84-240
Pomorskie;Reda;58;ul. 1 Maja;84-240
Pomorskie;Reda;58;ul. Elizy Orzeszkowej;84-240
Pomorskie;Reda;58;ul. Topolowa;84-240
Pomorskie;Rumia;58;ul. 12 Marca;84-230
Pomorskie;Rumia;58;ul. Gruszkowa;84-230
Pomorskie;Rumia;58;ul. Olsztyńska;84-230
Pomorskie;Rumia;58;ul. Parkowa;84-230
Pomorskie;Rumia;58;ul. Szyprów;84-230
Pomorskie;Rumia;58;ul. Częstochowska;84-230
Pomorskie;Rumia;58;ul. Gnieźnieńska;84-230
Pomorskie;Rumia;58;ul. Jarzębinowa;84-230
Pomorskie;Rumia;58;ul. Młyńska;84-230
Pomorskie;Rumia;58;ul. Aleksandra Majkowskiego;84-230
Pomorskie;Rumia;58;ul. Śląska;84-230
Pomorskie;Rumia;58;ul. Chabrowa;84-230
Pomorskie;Rumia;58;ul. Cicha;84-230
Pomorskie;Rumia;58;ul. Świętojańska;84-230
Pomorskie;Sopot;58;ul. Małopolska;81-701
Pomorskie;Sopot;58;ul. Parkowa;81-701
Pomorskie;Sopot;58;ul. Andrzeja Struga;81-701
Pomorskie;Sopot;58;ul. Generała Władysława Andersa;81-701
Pomorskie;Sopot;58;ul. Karlikowska;81-701
Pomorskie;Sopot;58;ul. Skarpowa;81-701
Pomorskie;Sopot;58;ul. Tenisowa;81-701
Pomorskie;Sopot;58;ul. Aleksandra Majkowskiego;81-701
Pomorskie;Sopot;58;ul. Armii Krajowej;81-701
Pomorskie;Sopot;58;ul. Jana Kasprowicza;81-701
Pomorskie;Sopot;58;ul. Mikołaja Kopernika;81-701
Pomorskie;Sopot;58;ul. Boczna;81-701
Pomorskie;Sopot;58;ul. Wejherowska;81-701
Pomorskie;Tczew;58;ul. Stanisława Konarskiego;83-100
Pomorskie;Tczew;58;ul. Hugona Kołłątaja;83-100
Pomorskie;Tczew;58;ul. Rybacka;83-100
Pomorskie;Tczew;58;ul. Mikołaja Reja;83-100
Pomorskie;Tczew;58;ul. Armii Krajowej;83-100
Pomorskie;Tczew;58;ul. Jana z Kolna;83-100
Pomorskie;Tczew;58;ul. Wojciecha Kossaka;83-100
Pomorskie;Tczew;58;ul. Retmańska;83-100
Pomorskie;Tczew;58;ul. Juliana Przybosia;83-100
Pomorskie;Tczew;58;ul. Karola Borchardta;83-100
Pomorskie;Ustka;59;ul. Mała;76-270
Pomorskie;Ustka;59;ul. Uroczysko;76-270
Pomorskie;Ustka;59;ul. Widnica;76-270
Pomorskie;Ustka;59;ul. Kopernika;76-270
Pomorskie;Ustka;59;ul. Nagietkowa;76-270
Pomorskie;Ustka;59;ul. Włoska;76-270
Pomorskie;Ustka;59;ul. Jagiellońska;76-270
Pomorskie;Wejherowo;58;ul. Rzemieślnicza;84-200
Pomorskie;Wejherowo;58;ul. Jana III Sobieskiego;84-200
Pomorskie;Wejherowo;58;ul. Wczasowa;84-200
Pomorskie;Wejherowo;58;ul. Adama Mickiewicza;84-200
Pomorskie;Wejherowo;58;ul. Juliana Tuwima;84-200
Pomorskie;Wejherowo;58;ul. Marii Skibniewskiej;84-200
Pomorskie;Wejherowo;58;ul. Osiedle Kaszubskie;84-200
Pomorskie;Wejherowo;58;ul. Otylii Szczukowskiej;84-200
Pomorskie;Wejherowo;58;ul. Bolesława Leśmiana;84-200
Pomorskie;Wejherowo;58;ul. Drzewiarza;84-200
Pomorskie;Wejherowo;58;ul. Bukowa;84-200
Pomorskie;Wejherowo;58;ul. Jana Kochanowskiego;84-200
Pomorskie;Wejherowo;58;ul. Spacerowa;84-200
Pomorskie;Wejherowo;58;ul. Franciszka Sędzickiego;84-200
Pomorskie;Wejherowo;58;ul. Pokoju;84-200
Pomorskie;Wejherowo;58;ul. Poprzeczna;84-200
Pomorskie;Wejherowo;58;ul. Cicha;84-200
Pomorskie;Wejherowo;58;ul. I Morskiego Pułku Strzelców;84-200
Pomorskie;Wejherowo;58;ul. Jarosława Iwaszkiewicza;84-200
Pomorskie;Wejherowo;58;ul. Mostnika;84-200
Pomorskie;Wejherowo;58;ul. Piłsudskiego;84-200
Pomorskie;Wejherowo;58;ul. Rzeźnicka;84-200
Świętokrzyskie;Chmielnik;41;ul. Słoneczna;36-016
Świętokrzyskie;Chmielnik;41;ul. Dębowa;36-016
Świętokrzyskie;Chmielnik;41;ul. Konopnickiej;36-016
Warmińsko-Mazurskie;Barczewo;89;ul. Narbutta;11-010
Warmińsko-Mazurskie;Bartoszyce;89;ul. Joachima Lelewela;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Andrzeja Struga;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Fryderyka Chopina;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. rondo Solidarności;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Rzeźników;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Bolesława Prusa;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Marii Konopnickiej;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Stefana Żeromskiego;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Wrzosowa;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Hubalczyków;11-200
Warmińsko-Mazurskie;Bartoszyce;89;ul. Tadeusza Kościuszki;11-200
Warmińsko-Mazurskie;Biskupiec;89;ul. Słoneczna;11-300
Warmińsko-Mazurskie;Biskupiec;89;ul. Sztynwałdzka;11-300
Warmińsko-Mazurskie;Braniewo;55;ul. Drewniana;14-500
Warmińsko-Mazurskie;Braniewo;55;ul. Ogrodowa;14-500
Warmińsko-Mazurskie;Braniewo;55;ul. Matejki;14-500
Warmińsko-Mazurskie;Braniewo;55;ul. Botaniczna;14-500
Warmińsko-Mazurskie;Braniewo;55;ul. Dąbrowskiego;14-500
Warmińsko-Mazurskie;Braniewo;55;ul. Gdańska;14-500
Warmińsko-Mazurskie;Braniewo;55;ul. plac Grunwaldu;14-500
Warmińsko-Mazurskie;Nidzica;89;ul. Plac Wojciecha z Brudzewa;13-100
Warmińsko-Mazurskie;Olsztyn;89;ul. Kłosowa;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Lawendowa;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Marcina Kasprzaka;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Melchiora Wańkowicza;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Plac Jana Pawla II;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Grunwaldzka;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Mariańska;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Oficerska;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Opolska;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Zakopiańska;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Bałtycka;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Edwarda Abramowskiego;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Ignacego Krasickiego;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Sowia;10-001
Warmińsko-Mazurskie;Olsztyn;89;ul. Tomasza Dziamy;10-001
Warmińsko-Mazurskie;Olsztynek;89;ul. Kajki;11-015
Warmińsko-Mazurskie;Olsztynek;89;ul. Nowowiejskiego;11-015
Warmińsko-Mazurskie;Olsztynek;89;ul. Świerczewskiego;11-015
Warmińsko-Mazurskie;Olsztynek;89;ul. 22 Lipca;11-015
Warmińsko-Mazurskie;Olsztynek;89;ul. Poranna;11-015
Warmińsko-Mazurskie;Olsztynek;89;ul. S51;11-015
Warmińsko-Mazurskie;Pisz;87;ul. Parkowa;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Łabędzia;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Dworcowa;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Mała;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Prusa;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Pszeniczna;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Młodzieżowa;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Gizewiusza;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Skrzetuskiego;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Szeroka;12-200
Warmińsko-Mazurskie;Pisz;87;ul. Usługowa;12-200
Warmińsko-Mazurskie;Szczytno;89;ul. Nauczycielska;12-100
Warmińsko-Mazurskie;Szczytno;89;ul. Lipowa;12-100
Warmińsko-Mazurskie;Szczytno;89;ul. Zygmunta Augusta;12-100
Warmińsko-Mazurskie;Szczytno;89;ul. Fryderyka Leyka;12-100
Warmińsko-Mazurskie;Szczytno;89;ul. Droga Krajowa 58;12-100
Warmińsko-Mazurskie;Szczytno;89;ul. Wojciecha Kętrzyńskiego;12-100
Warmińsko-Mazurskie;Szczytno;89;ul. Białostocka;12-100
Warmińsko-Mazurskie;Szczytno;89;ul. Generała Władysława Sikorskiego;12-100
Warmińsko-Mazurskie;Szczytno;89;ul. Piaskowa;12-100
Warmińsko-Mazurskie;Tolkmicko;55;ul. Leśna;82-340
Warmińsko-Mazurskie;Tolkmicko;55;ul. Krzywa;82-340
Warmińsko-Mazurskie;Tolkmicko;55;ul. Ogrodowa;82-340
Warmińsko-Mazurskie;Tolkmicko;55;ul. Osiedlowa;82-340
Wielkopolskie;Czerniejewo;61;ul. Żeromskiego;62-250
Wielkopolskie;Dobra;18;ul. Cyprysowa;34-642
Wielkopolskie;Gniezno;61;ul. Wiejska;62-200
Wielkopolskie;Gniezno;61;ul. Konopnickiej;62-200
Wielkopolskie;Gniezno;61;ul. Kornela Makuszyńskiego;62-200
Wielkopolskie;Gniezno;61;ul. Bukowa;62-200
Wielkopolskie;Gniezno;61;ul. Łaskiego;62-200
Wielkopolskie;Gniezno;61;ul. Morelowa;62-200
Wielkopolskie;Gniezno;61;ul. Paczkowskiego;62-200
Wielkopolskie;Gniezno;61;ul. Ustronie;62-200
Wielkopolskie;Gniezno;61;ul. Cieszkowskiego;62-200
Wielkopolskie;Gniezno;61;ul. Młyńska;62-200
Wielkopolskie;Gniezno;61;ul. Pogodna;62-200
Wielkopolskie;Gniezno;61;ul. wiadukt Solidarności;62-200
Wielkopolskie;Gniezno;61;ul. Armii Krajowej;62-200
Wielkopolskie;Gniezno;61;ul. Franklina Roosevelta;62-200
Wielkopolskie;Gniezno;61;ul. Wolności;62-200
Wielkopolskie;Gniezno;61;ul. Mała;62-200
Wielkopolskie;Gniezno;61;ul. Surowieckiego;62-200
Wielkopolskie;Gniezno;61;ul. Jeziorna;62-200
Wielkopolskie;Gniezno;61;ul. Juliusza Słowackiego;62-200
Wielkopolskie;Gniezno;61;ul. Kalina;62-200
Wielkopolskie;Gniezno;61;ul. Kampanii Wrześniowej;62-200
Wielkopolskie;Kleczew;63;ul. Białobrodzka;62-540
Wielkopolskie;Kleczew;63;ul. Jaśminowa;62-540
Wielkopolskie;Kleczew;63;ul. św. Kingi;62-540
Wielkopolskie;Kostrzyn;61;ul. Mieszka I;62-025
Wielkopolskie;Kostrzyn;61;ul. Mazowiecka;62-025
Wielkopolskie;Kostrzyn;61;ul. Wiosny Ludów;62-025
Wielkopolskie;Kostrzyn;61;ul. Makowa;62-025
Wielkopolskie;Kostrzyn;61;ul. Ignacewo;62-025
Wielkopolskie;Kostrzyn;61;ul. Lotników;62-025
